field,cam,ncams,w,h,scroll,verts,e_p95,e_max,k_row1,rn_dev,ortho_err,det,pitch
fbg_n42_pdmn_map723_pd_sao_0,0,1,464,416,1,322,0.02,0.03,0.93326,0.00011,0.00015,1.0,-43.07
fbg_n42_pdmn_map724_pd_aos_0,0,1,432,320,1,146,0.0,0.0,0.93326,7e-05,0.00017,1.0,6.63
fbg_n42_pdmn_map725_pd_bwr_0,0,1,320,384,0,34,0.02,0.12,0.93333,4e-05,0.00016,1.0,-41.5
fbg_n42_pdmn_map726_pd_rm1_0,0,1,400,320,1,85,0.01,0.01,0.9333,4e-05,0.00029,1.0,-33.81
fbg_n42_pdmn_map727_pd_mcd_0,0,1,640,320,1,82,0.01,0.02,0.9333,2e-05,0.00014,1.0,-11.21
fbg_n42_pdmn_map728_pd_rm2_0,0,1,448,240,1,82,0.01,0.01,0.93321,2e-05,7e-05,1.0,-25.4
fbg_n42_pdmn_map729_pd_olb_0,0,1,480,368,1,207,0.01,0.02,0.93331,6e-05,0.00013,1.0,-52.9
fbg_n42_pdmn_map730_pd_ulb_0,0,1,576,336,1,60,0.02,0.03,0.93324,0.00011,0.00015,1.0,12.69
fbg_n42_pdmn_map731_pd_oev_0,0,1,624,288,1,94,0.02,0.02,0.93341,3e-05,0.00015,1.0,-11.91
fbg_n42_pdmn_map732_pd_elv_0,0,1,512,688,1,320,0.02,0.02,0.93345,6e-05,0.00015,1.0,-18.3
fbg_n42_pdmn_map733_pd_evd_0,0,1,592,512,1,218,0.03,0.04,0.93327,0.00012,0.00011,1.0,-27.3
fbg_n42_pdmn_map734_pd_mzm_0,0,1,608,528,1,232,0.03,0.04,0.93323,9e-05,0.00015,1.0,-26.6
fbg_n42_pdmn_map735_pd_rta_0,0,1,320,560,1,94,0.08,0.14,0.93326,8e-05,0.00017,1.0,-9.6
fbg_n42_pdmn_map736_pd_rtb_0,0,1,416,352,1,94,0.03,0.03,0.93331,5e-05,0.00011,1.0,-16.04
fbg_n42_pdmn_map737_pd_rtc_0,0,1,528,336,1,111,0.03,0.03,0.93336,8e-05,0.0001,1.0,-25.9
fbg_n42_pdmn_map738_pd_alb_0,0,1,592,352,1,40,0.01,0.01,0.93344,0.00011,5e-05,1.0,-88.5
fbg_n42_pdmn_map739_pd_pev_0,0,1,320,416,0,72,0.04,0.04,0.93345,3e-05,1e-05,1.0,22.9
fbg_n43_ipsn_map740_ip_ext_0,0,1,352,464,1,41,0.02,0.05,0.93327,6e-05,2e-05,1.0,26.16
fbg_n43_ipsn_map740a_ip_ext_1,0,1,352,464,1,41,0.02,0.05,0.93327,6e-05,2e-05,1.0,26.16
fbg_n43_ipsn_map741_ip_en1_0,0,1,368,336,0,196,0.02,0.15,0.93342,0.00011,4e-05,1.0,13.15
fbg_n43_ipsn_map742_ip_en2_0,0,1,368,384,0,80,0.0,0.0,0.93335,3e-05,2e-05,1.0,-35.56
fbg_n43_ipsn_map743_ip_rm1_0,0,1,512,400,1,351,0.02,0.03,0.9333,0.0001,0.00023,1.0,-37.88
fbg_n43_ipsn_map744_ip_rm2_0,0,1,448,560,1,245,0.01,0.01,0.93336,1e-05,8e-05,1.0,-15.45
fbg_n43_ipsn_map745_ip_hl1_0,0,1,512,464,1,337,0.03,0.04,0.93336,5e-05,0.00019,1.0,33.47
fbg_n43_ipsn_map745a_ip_hl2_0,0,1,592,400,1,225,0.02,0.04,0.93326,9e-05,0.00019,1.0,-77.55
fbg_n43_ipsn_map746_ip_st1_0,0,1,432,240,1,175,0.03,0.04,0.93326,0.0001,0.00015,1.0,1.05
fbg_n43_ipsn_map747_ip_st2_0,0,1,512,352,1,166,0.01,0.01,0.93339,3e-05,3e-05,1.0,-21.47
fbg_n43_ipsn_map748_ip_cnt_0,0,2,320,352,0,83,0.01,0.06,0.93328,5e-05,0.00017,1.0,-1.12
fbg_n43_ipsn_map748_ip_cnt_0,1,2,464,288,1,55,0.01,0.03,0.93335,3e-05,0.00012,1.0,13.79
fbg_n43_ipsn_map748b_ip_cnt_2,0,1,320,352,0,83,0.01,0.06,0.93328,5e-05,0.00017,1.0,-1.12
fbg_n43_ipsn_map749_ip_smn_0,0,1,336,688,1,157,0.01,0.01,0.93332,0.00011,2e-05,1.0,-63.86
fbg_n44_emsh_map760_es_ent_0,0,1,496,368,1,72,0.05,0.08,0.93321,0.0001,7e-05,1.0,-10.69
fbg_n44_emsh_map760a_es_ent_1,0,1,400,304,1,65,0.02,1.7,0.93328,4e-05,0.00014,1.0,5.83
fbg_n44_emsh_map761_es_trp_0,0,2,464,320,1,97,0.03,0.05,0.93339,8e-05,0.00013,1.0,-0.5
fbg_n44_emsh_map761_es_trp_0,1,2,608,288,1,99,0.3,0.54,0.93321,0.0001,0.00011,1.0,-89.71
fbg_n44_emsh_map762a_es_sel_1,0,2,352,272,0,90,0.07,0.21,0.9334,4e-05,0.0,1.0,-19.5
fbg_n44_emsh_map762a_es_sel_1,1,2,480,352,1,76,0.41,2.19,0.93341,0.00012,8e-05,1.0,6.32
fbg_n44_emsh_map762b_es_sel_2,0,2,416,320,1,80,0.01,0.02,0.93325,3e-05,0.0002,1.0,-3.11
fbg_n44_emsh_map762b_es_sel_2,1,2,480,352,1,76,0.41,2.19,0.93341,0.00012,8e-05,1.0,6.32
fbg_n45_cysw_mapx00_cw_ent_0,0,1,320,560,1,88,0.01,0.01,0.93323,5e-05,7e-05,1.0,2.46
fbg_n45_cysw_mapx01_cw_eth_0,0,1,320,416,0,116,0.04,0.05,0.93332,9e-05,0.0001,1.0,12.02
fbg_n45_cysw_mapx02_cw_1ly_0,0,1,320,304,0,116,0.03,0.03,0.93322,0.00012,0.00011,1.0,-89.71
fbg_n45_cysw_mapx03_cw_1ly_1,0,1,544,448,1,124,0.02,0.02,0.93335,4e-05,0.00016,1.0,-24.2
fbg_n45_cysw_mapx04_cw_1ly_2,0,1,368,432,0,86,0.03,0.04,0.93346,0.0001,0.0001,1.0,-22.55
fbg_n45_cysw_mapx05_cw_gia_0,0,1,448,224,1,114,0.01,0.01,0.93342,1e-05,0.00022,1.0,15.13
fbg_n45_cysw_mapx06_cw_2ly_0,0,1,400,352,1,69,0.02,0.03,0.93328,0.00013,0.0002,1.0,8.96
fbg_n45_cysw_mapx07_cw_2ly_1,0,1,544,336,1,140,0.02,0.03,0.93335,7e-05,0.00015,1.0,-14.87
fbg_n45_cysw_mapx08_cw_gia_1,0,1,320,304,0,69,0.02,0.05,0.93326,6e-05,0.00012,1.0,17.43
fbg_n45_cysw_mapx09_cw_3ly_0,0,1,320,496,1,154,0.02,0.03,0.93323,5e-05,0.0002,1.0,-11.42
fbg_n45_cysw_mapx10_cw_3ly_1,0,1,320,336,0,55,0.02,0.04,0.93322,0.00016,0.00012,1.0,-3.33
fbg_n45_cysw_mapx11_cw_3ly_2,0,1,480,224,1,127,0.04,0.05,0.93323,9e-05,8e-05,1.0,-0.94
fbg_n45_cysw_mapx12_cw_gia_2,0,1,320,288,0,74,0.01,0.03,0.93338,9e-05,0.0001,1.0,5.46
fbg_n45_cysw_mapx13_cw_4ly_0,0,1,368,224,0,54,0.02,0.03,0.93327,0.0001,9e-05,1.0,2.84
fbg_n45_cysw_mapx14_cw_4ly_1,0,1,320,256,0,99,0.02,0.03,0.93337,0.00011,0.00022,1.0,-7.55
fbg_n45_cysw_mapx15_cw_gia_3,0,1,384,336,0,76,0.02,0.02,0.93337,0.00012,3e-05,1.0,7.55
fbg_n45_cysw_mapx16_cw_5ly_0,0,1,416,320,1,140,0.01,0.01,0.93341,3e-05,0.00012,1.0,-30.63
fbg_n45_cysw_mapx17_cw_gia_4,0,1,320,416,0,53,0.0,0.01,0.93341,7e-05,0.00011,1.0,-9.2
fbg_n45_cysw_mapx18_cw_ltp_0,0,1,320,544,1,86,0.01,0.02,0.93339,3e-05,0.00011,1.0,-11.82
fbg_n45_cysw_mapx19_cw_emp_0,0,1,320,272,0,50,0.1,0.16,0.93324,0.00012,0.00012,1.0,-4.83
fbg_n45_cysw_mapx20_cw_spc_0,0,1,336,336,0,19,0.19,9.22,0.93327,0.00014,0.00012,1.0,51.1
fbg_n45_cysw_mapx21_cw_spc_1,0,1,336,336,0,34,0.07,0.12,0.93326,2e-05,3e-05,1.0,-34.24
fbg_n45_cysw_mapx22_cw_cyw_0,0,1,384,336,0,114,0.01,0.01,0.93327,7e-05,8e-05,1.0,-17.14
fbg_n45_cysw_mapx23_cw_cyw_1,0,1,688,224,1,134,0.0,0.01,0.93335,0.0,0.0,1.0,-0.0
fbg_n45_cysw_mapx24_cw_cyw_2,0,1,320,448,0,67,0.04,0.05,0.93337,0.00011,0.0002,1.0,-64.58
fbg_n45_cysw_mapx25_cw_cyw_3,0,1,320,352,0,29,0.0,0.0,0.93332,3e-05,0.00015,1.0,-49.19
fbg_n45_cysw_mapx26_cw_lst_0,0,1,320,432,0,99,0.01,0.01,0.93327,1e-05,0.00017,1.0,-15.19
fbg_n45_cysw_mapx26a_cw_lst_a,0,1,320,272,0,76,0.02,0.09,0.93347,0.00012,4e-05,1.0,-37.43
fbg_n45_cysw_mapx27_cw_lst_1,0,1,368,448,0,96,0.07,0.1,0.93341,7e-05,0.00011,1.0,-5.6
fbg_n45_cysw_mapx28_cw_mbg_0,0,1,320,224,0,146,0.01,0.02,0.93326,8e-05,9e-05,1.0,3.85
fbg_n45_cysw_mapx29_cw_mbg_1,0,1,320,224,0,36,0.01,0.01,0.93326,2e-05,0.00011,1.0,23.22
fbg_n45_cysw_mapx29a_cw_mbg_a,0,2,320,224,0,62,0.03,0.05,0.93334,0.0001,0.00012,1.0,2.25
fbg_n45_cysw_mapx29a_cw_mbg_a,1,2,320,224,0,98,0.04,0.04,0.93326,2e-05,0.00011,1.0,23.22
fbg_n45_cysw_mapx30_cw_mbg_2,0,3,320,400,0,127,0.04,0.06,0.93338,0.00012,0.00019,1.0,7.21
fbg_n45_cysw_mapx30_cw_mbg_2,1,3,320,224,0,127,0.06,0.45,0.9334,9e-05,9e-05,1.0,-14.35
fbg_n45_cysw_mapx30_cw_mbg_2,2,3,320,224,0,127,0.04,0.04,0.93333,0.00013,0.00011,1.0,-46.66
fbg_n46_endg_mapx50_ed_evt_0,0,3,320,224,0,163,0.44,3.18,0.93344,0.0,0.00019,1.0,13.73
fbg_n46_endg_mapx50_ed_evt_0,1,3,320,272,0,240,0.15,1.29,0.93327,5e-05,7e-05,1.0,7.83
fbg_n46_endg_mapx50_ed_evt_0,2,3,320,224,0,194,0.15,0.25,0.93326,0.00014,6e-05,1.0,16.93
fbg_n48_rdrs_mapv00_rr_brg_0,0,1,800,256,1,62,0.0,0.0,0.93336,5e-05,0.0001,1.0,-9.09
fbg_n48_rdrs_mapv00a_rr_brg_1,0,2,960,240,1,193,0.01,0.01,0.93336,5e-05,0.0001,1.0,-9.09
fbg_n48_rdrs_mapv00a_rr_brg_1,1,2,336,240,0,193,0.03,0.03,0.93336,3e-05,0.00011,1.0,-27.15
fbg_n48_rdrs_mapv00b_rr_brg_2,0,1,960,240,1,193,0.01,0.01,0.93336,5e-05,0.0001,1.0,-9.09
fbg_n48_rdrs_mapv01_rr_dck_0,0,1,704,1024,1,203,0.03,0.58,0.93343,9e-05,0.00014,1.0,-15.46
fbg_n48_rdrs_mapv02_rr_cb1_0,0,1,448,1088,1,208,0.2,4.25,0.93329,7e-05,0.0002,1.0,-22.37
fbg_n48_rdrs_mapv03_rr_cb2_0,0,1,448,256,1,189,0.06,0.06,0.93336,7e-05,0.00013,1.0,-31.09
fbg_n49_brnf_mapv11_bf_fls_0,0,1,336,480,1,86,0.05,0.06,0.93347,0.0001,7e-05,1.0,-16.5
fbg_n49_brnf_mapv12_bf_dck_0,0,1,336,240,0,86,0.25,0.37,0.93338,0.00011,0.00013,1.0,-15.0
fbg_n49_brnf_mapv13_bf_dck_1,0,1,336,480,1,86,0.05,0.06,0.93347,0.0001,7e-05,1.0,-16.5
fbg_n50_blnr_mapv20_bn_dcr_0,0,1,384,352,0,52,0.01,0.01,0.93328,9e-05,0.00015,1.0,-37.05
fbg_n50_blnr_mapv21_bn_dcr_1,0,1,384,352,0,52,0.01,0.01,0.93328,9e-05,0.00015,1.0,-37.05
fbg_n51_hlg1_mapv30_g1_brg_0,0,1,384,256,0,81,0.02,0.04,0.93326,0.00012,0.00014,1.0,-10.3
fbg_n52_hlg2_mapv40_g2_dck_0,0,2,384,256,0,86,0.09,0.34,0.93327,9e-05,0.00016,1.0,-19.73
fbg_n52_hlg2_mapv40_g2_dck_0,1,2,384,256,0,54,0.5,3.29,0.93322,0.00012,8e-05,1.0,-1.59
fbg_n53_hlg3_mapv50_g3_brg_0,0,1,496,256,1,96,0.03,0.06,0.93347,8e-05,0.00023,1.0,-6.48
fbg_n53_hlg3_mapv50a_g3_brg_1,0,1,496,256,1,96,0.03,0.06,0.93347,8e-05,0.00023,1.0,-6.48
fbg_n53_hlg3_mapv50b_g3_brg_2,0,2,496,256,1,96,0.03,0.06,0.93347,8e-05,0.00023,1.0,-6.48
fbg_n53_hlg3_mapv50b_g3_brg_2,1,2,336,240,0,223,0.41,159.23,0.93336,3e-05,0.00011,1.0,-27.15
fbg_n53_hlg3_mapv51_g3_egr_0,0,1,384,288,0,61,0.04,0.05,0.93339,9e-05,0.00015,1.0,-14.35
fbg_n53_hlg3_mapv52_g3_dck_0,0,1,464,256,1,123,0.03,0.04,0.93345,0.0001,0.00015,1.0,-33.89
fbg_n53_hlg3_mapv53_g3_ext_0,0,1,512,272,1,245,0.02,0.03,0.93328,4e-05,0.0001,1.0,-38.54
fbg_n54_invb_mapv60_iv_brg_0,0,1,432,320,1,143,0.08,0.09,0.93346,8e-05,7e-05,1.0,-24.54
fbg_n54_invb_mapv60a_iv_brg_1,0,1,432,320,1,143,0.08,0.09,0.93346,8e-05,7e-05,1.0,-24.54
fbg_n54_invb_mapv60c_iv_brg_3,0,1,320,224,0,134,0.12,0.69,0.93333,6e-05,3e-05,1.0,-6.14
fbg_n54_invb_mapv61_iv_cxi_0,0,1,448,448,1,122,0.04,0.06,0.93328,0.00013,7e-05,1.0,-32.34
fbg_n54_invb_mapv62_iv_ctr_0,0,1,480,320,1,64,0.01,0.01,0.93336,5e-05,0.00016,1.0,-18.93
fbg_n54_invb_mapv62a_iv_ctr_1,0,1,352,256,0,64,0.01,0.01,0.93337,9e-05,0.00022,1.0,-7.53
fbg_n55_dglo_map775_dg_ent_0,0,1,512,320,1,180,0.04,0.08,0.93324,0.0001,0.00014,1.0,-2.46
fbg_n55_dglo_map776_dg_lft_0,0,1,480,448,1,114,0.02,0.03,0.9333,0.00013,0.00014,1.0,-38.1
fbg_n55_dglo_map777_dg_srh_0,0,1,480,384,1,125,0.01,0.02,0.93337,3e-05,0.0002,1.0,-62.19
fbg_n55_dglo_map778_dg_2f0_0,0,1,496,256,1,114,0.01,0.02,0.9333,6e-05,0.00019,1.0,-17.18
fbg_n56_mgnt_map810_mn_mog_0,0,1,368,336,0,137,0.01,0.01,0.93333,5e-05,0.00017,1.0,-27.08
